Campaign Number,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Engagement,Clicks,Conversions,Expense ($),Executive,CampaignType,Expense ($)
C325,2023-05-09 00:00:00,2023-05-10 00:00:00,Facebook,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Seniors 60+,Europe,90907,6692,3219,299,"11,141.95",Lauren Riggs,Sales,"44,638.38"
C326,2023-08-07 00:00:00,2023-09-02 00:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Adults 18-40,Japan,NA,8204,4645,887,"12,946.83",Wesley Simon,Sign Up,
C327,2023-08-30 00:00:00,2023-09-21 00:00:00,Email,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 40-60,UK,NA,1031,3978,203,"49,281.33",Becky Brown,Sales,"56,528.55"
C328,2023-12-19 00:00:00,2024-01-06 00:00:00,YouTube,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,USA,66048,2876,4524,845,"6,571.80",Thomas Ryan,Sales,"70,230.12"
C329,2023-05-15 00:00:00,2023-06-14 00:00:00,Email,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 18-40,UK,NA,2899,939,139,"26,033.35",Thomas Ryan,Sales,"31,457.16"
C330,2023-10-06 00:00:00,2023-10-30 00:00:00,Facebook,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Seniors 60+,USA,50549,4308,3785,544,"49,886.09",Melissa Haynes,Sign Up,
C331,2023-12-21 00:00:00,2024-01-14 00:00:00,YouTube,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 18-40,India,58419,2128,2907,555,"24,439.40",Jesus Rivera,Sign Up,
C332,2023-11-15 00:00:00,2023-11-19 00:00:00,YouTube,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,UK,93232,7885,1113,376,"31,124.41",Wesley Simon,Sign Up,
C333,2023-09-27 00:00:00,2023-10-23 00:00:00,YouTube,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 60+,UK,29410,6925,1174,891,"37,983.27",Jesus Rivera,Sales,"57,723.65"
C334,2023-02-15 00:00:00,2023-02-24 00:00:00,TikTok,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 18-40,India,93255,8429,3795,343,"34,587.26",Brandon Townsend Jr.,Sign Up,
C335,2023-02-10 00:00:00,2023-03-11 00:00:00,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 18-40,UK,19199,2624,4596,733,"23,198.06",Melissa Haynes,Sales,"38,005.00"
C336,2023-11-16 00:00:00,2023-11-28 00:00:00,YouTube,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 60+,Japan,94024,1269,4898,155,"6,315.92",Brandon Townsend Jr.,Sign Up,
C337,2023-04-16 00:00:00,2023-05-16 00:00:00,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 18-40,Canada,90479,2367,4808,959,698.24,Jesus Rivera,Sales,"40,372.15"
C338,2023-07-20 00:00:00,2023-07-25 00:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Adults 18-40,USA,45324,5959,3581,457,"7,528.01",Brandon Townsend Jr.,Sales,"81,074.26"
C339,2023-02-10 00:00:00,2023-02-11 00:00:00,Facebook,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Female 18-40,Europe,27111,2477,2521,990,"28,375.26",Jesus Rivera,Sales,"42,239.83"
C340,2023-05-25 00:00:00,2023-06-24 00:00:00,Email,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Female 40-60,India,NA,2001,3205,419,"36,749.69",Thomas Ryan,Sales,"41,157.41"
C341,2023-02-06 00:00:00,2023-03-04 00:00:00,Instagram,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Female 40-60,Australia,62065,6285,1515,854,"32,671.28",Aaron Faulkner,Sales,"47,398.38"
C342,2023-07-11 00:00:00,2023-07-16 00:00:00,TikTok,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Female 18-40,UK,74991,9053,3267,585,"39,089.76",Lauren Riggs,Sign Up,
C343,2023-07-26 00:00:00,2023-08-02 00:00:00,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 18-40,LATAM,1227,9205,3710,144,"34,556.03",Wesley Simon,Sales,"68,992.86"
C344,2023-11-22 00:00:00,2023-12-18 00:00:00,Facebook,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Adults 40-60,Japan,40577,9454,2720,346,"43,924.28",Brandon Townsend Jr.,Sales,"30,650.63"
C345,2023-11-13 00:00:00,2023-11-20 00:00:00,Email,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Seniors 60+,LATAM,NA,1689,2509,736,"10,345.35",Brandon Townsend Jr.,Sales,"76,816.50"
C346,2023-04-06 00:00:00,2023-05-04 00:00:00,YouTube,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Adults 40-60,India,13936,9723,3815,735,"45,860.88",Lauren Riggs,Sales,"56,896.24"
C347,2023-10-23 00:00:00,2023-11-13 00:00:00,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,Australia,39609,6236,2702,76,"32,263.84",Wesley Simon,Sales,"43,376.67"
C348,2023-10-07 00:00:00,2023-10-18 00:00:00,Instagram,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 18-40,UK,78985,6122,2808,231,"1,609.43",Kyle Serrano,Sign Up,
C349,2023-04-28 00:00:00,2023-05-26 00:00:00,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Female 60+,UK,84692,4443,1950,636,"22,204.98",Michael Camacho,Sales,"27,898.87"
C350,2023-03-03 00:00:00,2023-03-11 00:00:00,Facebook,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Seniors 60+,Europe,71367,7691,2030,324,"46,223.77",Wesley Simon,Sign Up,
C351,2023-08-05 00:00:00,2023-08-11 00:00:00,TikTok,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 60+,LATAM,6660,6973,1346,670,"31,853.68",Aaron Faulkner,Sales,"67,043.70"
C352,2023-11-21 00:00:00,2023-12-13 00:00:00,YouTube,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 40-60,USA,30850,9090,2787,175,"40,566.54",Aaron Faulkner,Sales,"42,042.17"
C353,2023-07-29 00:00:00,2023-08-18 00:00:00,Email,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Female 60+,USA,NA,825,2261,798,"1,039.71",Thomas Ryan,Sign Up,
C354,2023-06-01 00:00:00,2023-06-28 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 40-60,Europe,5248,3951,1472,610,"26,243.22",Kyle Serrano,Sales,"60,758.80"
C355,2023-10-03 00:00:00,2023-10-11 00:00:00,Email,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Female 18-40,Canada,NA,6297,2581,524,"10,418.80",Brandon Townsend Jr.,Sales,"53,120.93"
C356,2023-05-27 00:00:00,2023-06-05 00:00:00,Instagram,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Adults 40-60,India,19701,7102,3424,430,"28,023.81",Thomas Ryan,Sales,"46,998.76"
C357,2023-08-09 00:00:00,2023-08-23 00:00:00,Instagram,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Female 18-40,USA,46745,2937,3576,236,"2,764.85",Becky Brown,Sales,"48,675.35"
C358,2023-12-02 00:00:00,2024-01-01 00:00:00,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Teens 13-19,India,41510,3388,2783,190,"30,707.14",Michael Camacho,Sales,"52,866.39"
C359,2023-06-27 00:00:00,2023-07-15 00:00:00,TikTok,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Adults 40-60,Australia,54038,4575,94,915,"25,592.96",Brandon Townsend Jr.,Sales,"41,950.32"
C360,2023-07-25 00:00:00,2023-08-05 00:00:00,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 60+,Australia,44029,7668,3668,199,"16,850.43",Wesley Simon,Sales,"55,881.70"
C361,2023-03-12 00:00:00,2023-04-05 00:00:00,Instagram,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 18-40,India,34677,5259,573,615,"42,692.31",Jesus Rivera,Sales,"38,240.29"
C362,2023-09-22 00:00:00,2023-10-06 00:00:00,Facebook,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Male 18-40,Canada,55335,4187,380,254,"15,784.02",Thomas Ryan,Sales,"75,128.21"
C363,2023-06-19 00:00:00,2023-07-10 00:00:00,Instagram,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Seniors 60+,Canada,12334,4312,4502,356,"40,403.04",Thomas Ryan,Sales,"23,153.00"
C364,2023-09-10 00:00:00,2023-10-09 00:00:00,YouTube,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Female 18-40,UK,63075,3730,2620,891,"2,350.25",Melissa Haynes,Sales,"55,846.26"
C365,2023-08-19 00:00:00,2023-09-15 00:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Female 18-40,Japan,NA,2399,2350,333,"36,159.01",Wesley Simon,Sales,"62,608.73"
C366,2023-03-04 00:00:00,2023-03-10 00:00:00,Email,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Teens 13-19,LATAM,NA,6187,2724,679,"40,100.60",Brandon Townsend Jr.,Sign Up,
C367,2023-09-11 00:00:00,2023-09-17 00:00:00,Instagram,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Teens 13-19,India,59323,6162,4979,927,"30,465.95",Kyle Serrano,Sign Up,
C368,2023-01-21 00:00:00,2023-02-04 00:00:00,Facebook,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Female 18-40,India,5176,2802,461,458,"23,154.70",Jesus Rivera,Sales,"23,153.00"
C369,2023-02-14 00:00:00,2023-02-23 00:00:00,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,Europe,39910,1220,2062,777,"32,712.56",Thomas Ryan,Sales,"56,268.62"
C370,2023-01-15 00:00:00,2023-01-27 00:00:00,Facebook,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Adults 18-40,Canada,93626,8744,4045,668,"22,340.68",Aaron Faulkner,Sign Up,
C371,2023-09-27 00:00:00,2023-10-25 00:00:00,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Adults 40-60,Japan,5881,6546,3634,810,"45,605.32",Melissa Haynes,Sign Up,
C372,2023-12-12 00:00:00,2023-12-15 00:00:00,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 40-60,LATAM,NA,5446,2871,40,"48,979.54",Jesus Rivera,Sign Up,
C373,2023-10-12 00:00:00,2023-11-10 00:00:00,Instagram,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 18-40,USA,66525,9053,1150,441,"19,243.94",Aaron Faulkner,Sales,"52,333.95"
C374,2023-04-01 00:00:00,2023-04-13 00:00:00,TikTok,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,Canada,32144,2105,1305,678,"13,186.51",Thomas Ryan,Sign Up,
C375,2023-10-19 00:00:00,2023-10-26 00:00:00,TikTok,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Female 18-40,UK,85592,3214,4379,989,"4,616.13",Thomas Ryan,Sales,"33,660.88"
C376,2023-10-17 00:00:00,2023-11-01 00:00:00,Email,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Adults 18-40,Japan,NA,5011,2068,746,"6,916.23",Becky Brown,Sales,"23,153.00"
C377,2023-06-19 00:00:00,2023-07-19 00:00:00,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Adults 18-40,Europe,11895,3009,4583,550,"46,614.15",Jesus Rivera,Sales,"66,192.86"
C378,2023-03-27 00:00:00,2023-04-09 00:00:00,Facebook,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Male 18-40,Japan,45023,8833,1199,758,"9,370.01",Thomas Ryan,Sales,"24,776.10"
C379,2023-11-19 00:00:00,2023-12-11 00:00:00,Facebook,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 40-60,LATAM,55320,7773,3976,172,"7,885.02",Kyle Serrano,Sign Up,
C380,2023-09-13 00:00:00,2023-09-18 00:00:00,Email,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 40-60,Australia,NA,126,1740,954,"27,597.60",Becky Brown,Sales,"40,970.27"
C381,2023-09-02 00:00:00,2023-09-26 00:00:00,Instagram,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Adults 40-60,UK,12461,9530,4701,958,"45,228.81",Aaron Faulkner,Sales,"55,512.65"
C382,2023-10-13 00:00:00,2023-11-03 00:00:00,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 40-60,Europe,85662,553,2491,36,"49,271.90",Melissa Haynes,Sales,"56,077.28"
C383,2023-02-08 00:00:00,2023-03-01 00:00:00,Email,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Male 40-60,Europe,NA,8906,4691,741,"23,997.93",Michael Camacho,Sales,"67,120.68"
C384,2023-08-11 00:00:00,2023-08-24 00:00:00,Instagram,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Male 40-60,USA,90070,5646,4905,115,"21,483.36",Brandon Townsend Jr.,Sign Up,
C385,2023-06-21 00:00:00,2023-07-18 00:00:00,Facebook,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Teens 13-19,India,98221,1609,694,962,"33,098.62",Lauren Riggs,Sales,"62,926.52"
C386,2023-07-29 00:00:00,2023-08-21 00:00:00,Email,"Arnold, Smith and Ward","Unit 2316 Box 4709, DPO AA 90463-5066",michelle93@pineda-small.com,#ERROR!,Karen Bryan,Adults 18-40,Europe,NA,4122,3569,58,"16,224.16",Jesus Rivera,Sign Up,
C387,2023-02-18 00:00:00,2023-03-03 00:00:00,Email,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Female 18-40,Europe,NA,6894,4085,223,"26,972.36",Wesley Simon,Sign Up,
C388,2023-02-17 00:00:00,2023-02-27 00:00:00,Facebook,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Female 60+,UK,33807,365,2809,340,"28,373.59",Lauren Riggs,Sales,"66,861.51"
C389,2023-04-09 00:00:00,2023-05-02 00:00:00,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Male 60+,Australia,NA,5887,1659,841,"35,003.42",Jesus Rivera,Sales,"24,050.41"
C390,2023-08-19 00:00:00,2023-08-29 00:00:00,TikTok,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 18-40,UK,42962,7683,4799,962,"15,216.91",Becky Brown,Sales,"58,772.06"
C391,2023-09-27 00:00:00,2023-10-19 00:00:00,YouTube,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Adults 18-40,Australia,48643,7300,4388,812,"3,354.70",Lauren Riggs,Sign Up,
C392,2023-08-22 00:00:00,2023-09-14 00:00:00,TikTok,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 18-40,Canada,11377,4422,2483,551,"30,209.41",Melissa Haynes,Sign Up,
C393,2023-04-20 00:00:00,2023-05-11 00:00:00,Email,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 40-60,LATAM,NA,4163,850,526,"26,926.91",Wesley Simon,Sales,"65,872.85"
C394,2023-10-12 00:00:00,2023-10-28 00:00:00,Instagram,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 60+,India,81464,4348,2085,286,"40,831.66",Jesus Rivera,Sales,"66,740.57"
C395,2023-11-19 00:00:00,2023-12-16 00:00:00,Email,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Male 40-60,USA,NA,352,3835,955,"7,591.04",Thomas Ryan,Sales,"44,963.08"
C396,2023-09-23 00:00:00,2023-10-19 00:00:00,Facebook,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Male 40-60,Canada,57979,5433,1810,776,"30,085.51",Michael Camacho,Sales,"51,956.86"
C397,2023-04-24 00:00:00,2023-05-06 00:00:00,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Adults 18-40,LATAM,64139,1649,1286,53,"26,663.06",Thomas Ryan,Sales,"34,806.06"
C398,2023-06-04 00:00:00,2023-07-03 00:00:00,Email,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Female 40-60,Europe,NA,8846,4195,759,"34,894.27",Michael Camacho,Sign Up,
C399,2023-05-15 00:00:00,2023-06-03 00:00:00,Facebook,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,UK,19507,2180,4943,855,"3,071.88",Thomas Ryan,Sales,"58,378.27"
C400,2023-02-14 00:00:00,2023-03-08 00:00:00,YouTube,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Male 60+,Canada,53683,4779,2309,576,"19,770.88",Brandon Townsend Jr.,Sales,"42,426.45"
C401,2023-06-16 00:00:00,2023-06-22 00:00:00,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Seniors 60+,Japan,30392,8755,4651,274,"43,882.98",Jesus Rivera,Sign Up,
C402,2023-08-31 00:00:00,2023-09-28 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Adults 18-40,Canada,64838,5528,4967,544,"36,371.93",Michael Camacho,Sales,"23,153.00"
C403,2023-01-18 00:00:00,2023-01-27 00:00:00,Facebook,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Seniors 60+,Canada,84720,3282,3809,133,"15,789.04",Kyle Serrano,Sales,"84,647.47"
C404,2023-07-21 00:00:00,2023-07-29 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Adults 18-40,USA,49653,7227,1534,408,"6,356.59",Kyle Serrano,Sign Up,
C405,2023-03-30 00:00:00,2023-04-18 00:00:00,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 40-60,Japan,26891,793,3036,286,"37,946.91",Jesus Rivera,Sales,"69,032.73"
C406,2023-08-21 00:00:00,2023-09-20 00:00:00,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 60+,LATAM,33484,9450,487,702,"8,459.03",Wesley Simon,Sales,"75,697.75"
C407,2023-10-07 00:00:00,2023-10-13 00:00:00,Email,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Adults 18-40,USA,NA,8324,3786,579,"30,702.30",Lauren Riggs,Sales,"40,361.83"
C408,2023-10-01 00:00:00,2023-10-14 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 18-40,UK,35652,8067,1099,896,"15,209.02",Wesley Simon,Sign Up,
C409,2023-08-18 00:00:00,2023-09-08 00:00:00,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 40-60,Australia,68515,8051,922,309,"8,545.09",Thomas Ryan,Sign Up,
C410,2023-09-15 00:00:00,2023-10-09 00:00:00,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Adults 40-60,USA,56270,2520,826,342,"47,294.46",Jesus Rivera,Sales,"41,131.60"
C411,2023-10-11 00:00:00,2023-10-15 00:00:00,Instagram,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 18-40,Canada,90402,3802,980,580,"9,976.49",Michael Camacho,Sign Up,
